2018;46;1;2018.11.16.;0;0 Ft;0;0 Ft;22;33 290 Ft;323;2 270 Ft;2551;550 Ft;1;1;1;X;X;2;2;2;X;1;1;2;1;1
2018;45;2;2018.11.11.;0;0 Ft;0;0 Ft;12;72 730 Ft;164;5 320 Ft;1264;1 325 Ft;1;1;2;1;2;2;1;1;1;2;1;1;X;2
2018;45;1;2018.11.07.;1;6 290 265 Ft;1;943 740 Ft;17;41 635 Ft;369;1 920 Ft;2792;485 Ft;X;2;1;1;1;X;1;1;2;1;X;X;2;2
2018;44;2;2018.11.04.;0;0 Ft;1;1 776 380 Ft;65;14 875 Ft;984;980 Ft;6577;280 Ft;1;2;X;2;X;1;2;2;1;X;1;1;2;2
2018;44;1;2018.10.31.;0;0 Ft;0;0 Ft;1;365 515 Ft;31;11 790 Ft;233;3 005 Ft;X;X;X;X;1;2;1;1;1;1;1;1;1;2
2018;43;2;2018.10.28.;2;1 393 315 Ft;4;301 255 Ft;65;13 905 Ft;511;1 770 Ft;2451;705 Ft;X;2;1;X;X;2;2;X;X;X;1;X;2;1
2018;43;1;2018.10.24.;1;6 022 225 Ft;1;2 604 205 Ft;31;17 830 Ft;270;2 045 Ft;1484;715 Ft;2;X;2;1;2;X;1;X;X;1;X;2;X;1
2018;42;2;2018.10.21.;0;0 Ft;0;0 Ft;1;1 400 410 Ft;19;53 060 Ft;243;7 950 Ft;1;2;X;X;2;2;2;X;1;2;X;2;X;1
2018;42;1;2018.10.17.;0;0 Ft;0;0 Ft;0;0 Ft;28;14 010 Ft;346;2 175 Ft;1;X;1;X;X;1;2;1;2;2;1;X;1;1
2018;41;2;2018.10.14.;5;2 426 720 Ft;12;365 175 Ft;196;5 120 Ft;1515;660 Ft;7398;260 Ft;1;1;X;1;1;X;X;1;X;X;2;1;2;2
2018;41;1;2018.10.12.;0;0 Ft;0;0 Ft;29;26 350 Ft;411;1 860 Ft;2758;530 Ft;X;1;2;2;2;1;2;X;1;2;X;2;1;2
2018;40;2;2018.10.07.;0;0 Ft;0;0 Ft;10;101 815 Ft;244;4 175 Ft;2449;795 Ft;X;2;X;1;2;X;2;1;2;2;1;1;1;X
2018;40;1;2018.10.03.;0;0 Ft;0;0 Ft;3;166 990 Ft;61;8 215 Ft;760;1 265 Ft;2;X;X;1;1;X;2;2;1;1;1;2;1;2
2018;39;2;2018.09.29.;4;4 097 535 Ft;11;148 825 Ft;150;8 185 Ft;1456;845 Ft;7848;300 Ft;1;1;1;1;1;1;1;1;2;1;X;2;X;X
2018;39;1;2018.09.27.;0;0 Ft;1;1 309 060 Ft;227;4 325 Ft;3654;270 Ft;18690;100 Ft;1;2;1;1;1;1;X;1;1;1;2;1;X;1
2018;38;2;2018.09.23.;0;0 Ft;1;3 598 935 Ft;12;89 720 Ft;342;3 150 Ft;3133;660 Ft;X;1;2;2;1;X;1;2;2;1;1;X;2;1
2018;38;1;2018.09.19.;0;0 Ft;0;0 Ft;18;37 355 Ft;400;1 680 Ft;3029;425 Ft;1;1;1;2;2;X;X;1;2;X;2;2;1;2
2018;37;2;2018.09.16.;0;0 Ft;0;0 Ft;9;105 580 Ft;318;2 990 Ft;3373;540 Ft;2;1;1;1;1;X;1;2;1;X;1;1;2;X
2018;37;1;2018.09.12.;0;0 Ft;1;542 585 Ft;66;6 165 Ft;777;525 Ft;3976;195 Ft;1;2;1;1;1;X;2;1;X;1;1;1;2;X
2018;36;2;2018.09.09.;86;90 565 Ft;98;17 795 Ft;1176;1 110 Ft;6788;140 Ft;17522;105 Ft;1;1;1;2;2;1;1;1;1;1;1;1;1;1
2018;36;1;2018.09.06.;0;0 Ft;0;0 Ft;0;0 Ft;8;44 725 Ft;88;7 795 Ft;X;2;X;1;2;1;X;1;1;X;1;1;2;1
2018;35;2;2018.09.02.;0;0 Ft;1;1 624 345 Ft;7;120 920 Ft;164;5 160 Ft;1670;970 Ft;X;X;2;1;2;X;2;X;2;2;2;1;1;1
2018;35;1;2018.08.29.;0;0 Ft;0;0 Ft;1;371 830 Ft;16;23 240 Ft;157;4 540 Ft;X;X;2;1;X;2;1;2;2;2;2;1;1;2
2018;34;2;2018.08.26.;5;1 677 030 Ft;51;71 100 Ft;980;905 Ft;5580;160 Ft;14646;115 Ft;1;2;1;1;X;1;1;1;1;1;1;1;1;X
2018;34;1;2018.08.24.;0;0 Ft;0;0 Ft;22;26 055 Ft;255;2 250 Ft;1738;630 Ft;2;1;X;1;X;2;X;X;1;X;X;1;1;X
2018;33;2;2018.08.19.;0;0 Ft;0;0 Ft;1;877 785 Ft;40;21 945 Ft;406;4 145 Ft;X;1;1;1;1;1;2;2;2;X;2;X;1;1
2018;33;1;2018.08.15.;0;0 Ft;0;0 Ft;5;76 230 Ft;92;4 145 Ft;706;1 035 Ft;X;X;1;X;1;1;X;X;2;X;1;X;1;X
2018;32;2;2018.08.13.;32;114 295 Ft;40;39 540 Ft;685;1 730 Ft;4215;190 Ft;14024;110 Ft;2;1;1;2;X;2;1;2;X;1;X;2;2;1
2018;32;1;2018.08.10.;0;0 Ft;0;0 Ft;0;0 Ft;2;193 345 Ft;47;15 770 Ft;X;X;X;X;1;1;X;2;1;1;2;1;X;1
2018;31;2;2018.08.05.;2;1 662 100 Ft;6;239 580 Ft;111;5 835 Ft;995;650 Ft;4827;255 Ft;1;2;1;X;1;1;X;1;1;2;X;1;1;2
2018;31;1;2018.08.03.;0;0 Ft;0;0 Ft;1;430 540 Ft;21;20 500 Ft;154;5 360 Ft;1;2;2;X;2;2;1;1;X;1;X;1;2;X
2018;30;2;2018.07.30.;2;3 921 125 Ft;4;261 700 Ft;72;10 905 Ft;717;1 095 Ft;4119;365 Ft;X;X;X;1;X;1;2;X;1;2;1;2;2;2
2018;30;1;2018.07.27.;0;0 Ft;2;1 172 220 Ft;114;5 480 Ft;1185;525 Ft;6282;190 Ft;X;X;1;1;2;1;2;1;1;1;X;2;1;2
2018;29;2;2018.07.22.;0;0 Ft;0;0 Ft;5;128 205 Ft;63;10 175 Ft;615;2 000 Ft;2;1;1;1;1;2;2;1;2;1;2;X;X;1
2018;29;1;2018.07.20.;0;0 Ft;0;0 Ft;1;492 675 Ft;11;44 790 Ft;106;8 910 Ft;1;1;1;1;2;2;2;2;X;1;1;1;X;1
2018;28;2;2018.07.15.;3;3 841 245 Ft;7;280 070 Ft;88;10 175 Ft;843;1 060 Ft;4819;355 Ft;1;X;2;2;1;1;1;2;1;1;1;1;X;1
2018;28;1;2018.07.12.;0;0 Ft;0;0 Ft;4;143 700 Ft;69;8 330 Ft;832;1 325 Ft;1;2;1;2;2;1;1;X;1;X;2;1;1;X
2018;27;2;2018.07.08.;0;0 Ft;8;377 845 Ft;129;5 925 Ft;1397;545 Ft;7027;210 Ft;2;1;2;1;2;1;X;X;1;1;1;1;1;X
2018;27;1;2018.07.05.;0;0 Ft;0;0 Ft;1;391 645 Ft;41;9 550 Ft;431;1 740 Ft;X;2;1;1;1;1;2;2;X;1;1;2;X;1
2018;26;2;2018.07.01.;0;0 Ft;0;0 Ft;5;142 020 Ft;67;10 600 Ft;659;2 065 Ft;1;1;X;X;X;1;2;2;1;1;1;1;1;X
2018;26;1;2018.06.29.;0;0 Ft;0;0 Ft;1;400 730 Ft;12;33 395 Ft;121;6 350 Ft;2;2;2;1;2;X;2;2;2;X;X;X;1;2
2018;25;2;2018.06.24.;17;133 205 Ft;58;16 885 Ft;664;1 105 Ft;3623;205 Ft;12362;115 Ft;1;2;1;1;X;1;X;2;1;1;1;X;1;2
2018;25;1;2018.06.22.;14;885 895 Ft;171;31 365 Ft;1665;425 Ft;7377;95 Ft;19344;70 Ft;1;1;1;2;X;1;1;1;X;X;X;1;2;2
2018;24;2;2018.06.17.;0;0 Ft;0;0 Ft;1;860 660 Ft;26;33 100 Ft;266;6 200 Ft;1;X;2;1;2;2;1;2;X;1;2;1;2;X
2018;24;1;2018.06.15.;0;0 Ft;0;0 Ft;10;53 455 Ft;112;4 775 Ft;818;1 250 Ft;X;2;X;X;1;X;1;1;1;2;1;1;X;1
2018;23;2;2018.06.10.;0;0 Ft;0;0 Ft;5;151 355 Ft;63;12 010 Ft;552;2 630 Ft;2;X;1;X;1;X;2;1;1;1;X;X;1;2
2018;23;1;2018.06.08.;0;0 Ft;0;0 Ft;8;61 440 Ft;126;3 900 Ft;953;990 Ft;X;1;1;X;1;1;X;1;X;1;X;2;2;X
2018;22;2;2018.06.03.;0;0 Ft;0;0 Ft;9;74 595 Ft;113;5 940 Ft;934;1 380 Ft;1;1;X;2;X;1;2;1;1;2;1;1;1;X
2018;22;1;2018.06.01.;1;10 180 510 Ft;6;290 245 Ft;117;4 600 Ft;957;560 Ft;4857;210 Ft;1;1;X;1;1;2;1;1;1;X;1;1;1;X
2018;21;1;2018.05.25.;0;0 Ft;1;1 796 050 Ft;12;40 280 Ft;172;2 810 Ft;1206;770 Ft;X;X;1;1;2;2;1;1;1;2;X;X;2;1
2018;20;2;2018.05.20.;0;0 Ft;0;0 Ft;19;45 455 Ft;358;2 415 Ft;3183;520 Ft;X;2;1;2;2;1;1;1;1;1;1;1;2;2
2018;20;1;2018.05.17.;104;41 260 Ft;184;10 085 Ft;2045;240 Ft;7728;185 Ft;17774;0 Ft;1;2;2;1;1;1;1;X;1;1;1;1;1;2
2018;19;2;2018.05.13.;0;0 Ft;0;0 Ft;6;149 635 Ft;46;19 520 Ft;566;3 040 Ft;2;1;1;2;1;2;1;1;1;2;X;X;2;X
2018;19;1;2018.05.10.;1;9 393 155 Ft;1;4 061 905 Ft;24;30 485 Ft;226;3 240 Ft;1458;960 Ft;X;2;1;X;X;1;1;1;2;1;1;1;1;1
2018;18;2;2018.05.06.;0;0 Ft;0;0 Ft;2;505 775 Ft;57;17 745 Ft;664;2 920 Ft;X;2;2;1;1;1;X;1;2;X;X;2;1;X
2018;18;1;2018.05.04.;0;0 Ft;0;0 Ft;2;651 600 Ft;10;43 685 Ft;110;7 610 Ft;1;1;X;2;2;1;2;2;2;2;2;1;1;1
2018;17;2;2018.04.29.;0;0 Ft;0;0 Ft;0;0 Ft;11;78 760 Ft;183;9 075 Ft;1;X;X;2;2;1;X;1;2;2;2;1;1;2
2018;17;1;2018.04.27.;1;6 350 040 Ft;2;1 372 980 Ft;31;16 755 Ft;351;1 480 Ft;2263;440 Ft;1;2;1;1;1;1;X;2;X;2;1;2;1;X
2018;16;2;2018.04.22.;0;0 Ft;0;0 Ft;44;21 775 Ft;939;1 020 Ft;7482;245 Ft;1;1;2;2;2;1;X;1;1;2;2;2;1;2
2018;16;1;2018.04.19.;0;0 Ft;0;0 Ft;1;581 880 Ft;7;83 125 Ft;115;9 700 Ft;1;2;2;X;2;1;X;1;X;1;2;2;2;1
2018;15;2;2018.04.15.;1;7 936 830 Ft;1;3 432 140 Ft;86;19 290 Ft;932;1 160 Ft;5373;385 Ft;X;1;1;1;1;1;X;X;X;X;1;X;2;1
2018;15;1;2018.04.13.;0;0 Ft;0;0 Ft;0;0 Ft;15;38 510 Ft;120;9 225 Ft;2;1;X;2;1;X;1;1;1;2;X;1;1;1
2018;14;2;2018.04.08.;0;0 Ft;0;0 Ft;3;305 095 Ft;22;41 605 Ft;168;10 440 Ft;2;1;2;X;1;1;X;2;2;X;1;2;X;X
2018;14;1;2018.04.06.;10;1 859 030 Ft;15;535 935 Ft;243;4 385 Ft;1982;540 Ft;9971;205 Ft;2;2;1;1;1;2;1;X;X;1;1;1;1;1
2018;13;2;2018.04.01.;0;0 Ft;0;0 Ft;46;30 155 Ft;581;2 385 Ft;3961;670 Ft;X;X;1;X;1;X;1;2;1;1;X;1;X;2
2018;13;1;2018.03.28.;0;0 Ft;0;0 Ft;4;178 675 Ft;43;16 620 Ft;288;4 755 Ft;2;X;1;2;1;2;1;X;X;1;1;2;2;1
2018;12;2;2018.03.24.;0;0 Ft;0;0 Ft;3;234 855 Ft;33;21 350 Ft;207;6 525 Ft;2;2;1;1;X;2;2;1;2;2;1;1;2;2
2018;12;1;2018.03.23.;0;0 Ft;0;0 Ft;21;26 915 Ft;320;1 765 Ft;2029;535 Ft;2;2;X;2;2;2;X;2;2;1;1;1;2;1
2018;11;2;2018.03.18.;0;0 Ft;0;0 Ft;1;1 591 770 Ft;42;25 295 Ft;538;3 785 Ft;2;X;2;1;1;2;X;2;1;2;2;X;1;1
2018;11;1;2018.03.16.;0;0 Ft;0;0 Ft;0;0 Ft;13;40 720 Ft;168;6 040 Ft;2;1;2;1;1;2;2;2;2;1;X;X;2;1
2018;10;2;2018.03.11.;1;8 343 820 Ft;2;1 804 070 Ft;79;14 650 Ft;1062;1 090 Ft;6335;350 Ft;1;2;X;1;1;X;1;2;1;2;X;1;2;X
2018;10;1;2018.03.09.;0;0 Ft;0;0 Ft;1;636 180 Ft;11;57 835 Ft;124;9 835 Ft;2;X;2;2;1;1;1;2;2;1;1;1;X;2
2018;9;2;2018.03.04.;0;0 Ft;0;0 Ft;5;182 490 Ft;116;7 865 Ft;1174;1 490 Ft;1;X;1;1;2;2;X;2;1;1;2;2;2;1
2018;9;1;2018.03.02.;1;7 312 955 Ft;1;3 162 360 Ft;9;82 805 Ft;223;3 340 Ft;1999;715 Ft;1;X;X;1;2;1;1;X;X;1;1;1;X;2
2018;8;2;2018.02.25.;0;0 Ft;0;0 Ft;9;119 250 Ft;219;4 900 Ft;1883;1 090 Ft;1;1;X;2;X;2;2;1;1;2;1;2;1;2
2018;8;1;2018.02.23.;0;0 Ft;0;0 Ft;2;276 630 Ft;104;5 320 Ft;785;1 350 Ft;X;1;X;1;1;1;2;X;1;2;1;2;1;X
2018;7;2;2018.02.18.;2;2 545 605 Ft;3;467 950 Ft;112;9 400 Ft;1444;730 Ft;8261;245 Ft;2;X;2;1;1;2;2;2;1;2;1;1;X;1
2018;7;1;2018.02.16.;0;0 Ft;3;265 915 Ft;67;8 930 Ft;673;890 Ft;3936;290 Ft;X;2;2;1;1;2;2;2;2;X;1;1;2;2
2018;6;2;2018.02.11.;15;229 695 Ft;34;43 820 Ft;1534;730 Ft;4833;230 Ft;16048;135 Ft;2;1;1;1;1;1;1;1;1;1;1;1;1;2
